Participant,Freq,Amp,Timbre,Experience,Rating
3,2,0,3,Adhesiveness,90
3,2,1,0,Roughness,30
3,2,1,0,Sharpness,40
3,2,1,0,Bumpyness,10
3,2,1,0,Adhesiveness,40
3,2,1,1,Roughness,70
3,2,1,1,Sharpness,50
3,2,1,1,Bumpyness,60
3,2,1,1,Adhesiveness,110
3,2,1,2,Roughness,55
3,2,1,2,Sharpness,40
3,2,1,2,Bumpyness,75
3,2,1,2,Adhesiveness,80
3,2,1,3,Roughness,50
3,2,1,3,Sharpness,30
3,2,1,3,Bumpyness,15
3,2,1,3,Adhesiveness,100
3,2,2,0,Roughness,50
3,2,2,0,Sharpness,40
3,2,2,0,Bumpyness,30
3,2,2,0,Adhesiveness,70
3,2,2,1,Roughness,80
3,2,2,1,Sharpness,70
3,2,2,1,Bumpyness,70
3,2,2,1,Adhesiveness,110
3,2,2,2,Roughness,65
3,2,2,2,Sharpness,50
3,2,2,2,Bumpyness,50
3,2,2,2,Adhesiveness,80
3,2,2,3,Roughness,50
3,2,2,3,Sharpness,50
3,2,2,3,Bumpyness,20
3,2,2,3,Adhesiveness,90
3,3,0,0,Roughness,25
3,3,0,0,Sharpness,15
3,3,0,0,Bumpyness,20
3,3,0,0,Adhesiveness,30
3,3,0,1,Roughness,45
3,3,0,1,Sharpness,20
3,3,0,1,Bumpyness,35
3,3,0,1,Adhesiveness,50
3,3,0,2,Roughness,35
3,3,0,2,Sharpness,25
3,3,0,2,Bumpyness,25
3,3,0,2,Adhesiveness,70
3,3,0,3,Roughness,35
3,3,0,3,Sharpness,20
3,3,0,3,Bumpyness,30
3,3,0,3,Adhesiveness,80
3,3,1,0,Roughness,45
3,3,1,0,Sharpness,30
3,3,1,0,Bumpyness,40
3,3,1,0,Adhesiveness,50
3,3,1,1,Roughness,75
3,3,1,1,Sharpness,40
3,3,1,1,Bumpyness,65
3,3,1,1,Adhesiveness,60
3,3,1,2,Roughness,50
3,3,1,2,Sharpness,35
3,3,1,2,Bumpyness,40
3,3,1,2,Adhesiveness,50
3,3,1,3,Roughness,40
3,3,1,3,Sharpness,30
3,3,1,3,Bumpyness,20
3,3,1,3,Adhesiveness,80
3,3,2,0,Roughness,35
3,3,2,0,Sharpness,30
3,3,2,0,Bumpyness,40
3,3,2,0,Adhesiveness,60
3,3,2,1,Roughness,55
3,3,2,1,Sharpness,40
3,3,2,1,Bumpyness,70
3,3,2,1,Adhesiveness,70
3,3,2,2,Roughness,70
3,3,2,2,Sharpness,40
3,3,2,2,Bumpyness,65
3,3,2,2,Adhesiveness,70
3,3,2,3,Roughness,45
3,3,2,3,Sharpness,20
3,3,2,3,Bumpyness,40
3,3,2,3,Adhesiveness,75
3,4,0,0,Roughness,35
3,4,0,0,Sharpness,20
3,4,0,0,Bumpyness,15
3,4,0,0,Adhesiveness,30
3,4,0,1,Roughness,40
3,4,0,1,Sharpness,30
3,4,0,1,Bumpyness,40
3,4,0,1,Adhesiveness,30
3,4,0,2,Roughness,25
3,4,0,2,Sharpness,30
3,4,0,2,Bumpyness,40
3,4,0,2,Adhesiveness,60
3,4,0,3,Roughness,40
3,4,0,3,Sharpness,20
3,4,0,3,Bumpyness,10
3,4,0,3,Adhesiveness,40
3,4,1,0,Roughness,20
3,4,1,0,Sharpness,10
3,4,1,0,Bumpyness,30
3,4,1,0,Adhesiveness,40
3,4,1,1,Roughness,60
3,4,1,1,Sharpness,40
3,4,1,1,Bumpyness,50
3,4,1,1,Adhesiveness,70
3,4,1,2,Roughness,40
3,4,1,2,Sharpness,30
3,4,1,2,Bumpyness,50
3,4,1,2,Adhesiveness,70
3,4,1,3,Roughness,30
3,4,1,3,Sharpness,30
3,4,1,3,Bumpyness,40
3,4,1,3,Adhesiveness,50
3,4,2,0,Roughness,30
3,4,2,0,Sharpness,20
3,4,2,0,Bumpyness,30
3,4,2,0,Adhesiveness,40
3,4,2,1,Roughness,50
3,4,2,1,Sharpness,40
3,4,2,1,Bumpyness,80
3,4,2,1,Adhesiveness,75
3,4,2,2,Roughness,40
3,4,2,2,Sharpness,30
3,4,2,2,Bumpyness,80
3,4,2,2,Adhesiveness,80
3,4,2,3,Roughness,40
3,4,2,3,Sharpness,50
3,4,2,3,Bumpyness,30
3,4,2,3,Adhesiveness,50
4,0,0,0,Roughness,20
4,0,0,0,Sharpness,28
4,0,0,0,Bumpyness,18
4,0,0,0,Adhesiveness,28
4,0,0,1,Roughness,35
4,0,0,1,Sharpness,27
4,0,0,1,Bumpyness,43
4,0,0,1,Adhesiveness,30
4,0,0,2,Roughness,25
4,0,0,2,Sharpness,31
4,0,0,2,Bumpyness,24
4,0,0,2,Adhesiveness,34
4,0,0,3,Roughness,25
4,0,0,3,Sharpness,28
4,0,0,3,Bumpyness,28
4,0,0,3,Adhesiveness,30
4,0,1,0,Roughness,29
4,0,1,0,Sharpness,31
4,0,1,0,Bumpyness,31
4,0,1,0,Adhesiveness,20
4,0,1,1,Roughness,47
4,0,1,1,Sharpness,53
4,0,1,1,Bumpyness,44
4,0,1,1,Adhesiveness,35
4,0,1,2,Roughness,46
4,0,1,2,Sharpness,28
4,0,1,2,Bumpyness,44
4,0,1,2,Adhesiveness,35
4,0,1,3,Roughness,21
4,0,1,3,Sharpness,25
4,0,1,3,Bumpyness,32
4,0,1,3,Adhesiveness,20
4,0,2,0,Roughness,45
4,0,2,0,Sharpness,38
4,0,2,0,Bumpyness,40
4,0,2,0,Adhesiveness,37
4,0,2,1,Roughness,50
4,0,2,1,Sharpness,26
4,0,2,1,Bumpyness,44
4,0,2,1,Adhesiveness,45
4,0,2,2,Roughness,50
4,0,2,2,Sharpness,30
4,0,2,2,Bumpyness,50
4,0,2,2,Adhesiveness,30
4,0,2,3,Roughness,44
4,0,2,3,Sharpness,32
4,0,2,3,Bumpyness,34
4,0,2,3,Adhesiveness,28
4,1,0,0,Roughness,20
4,1,0,0,Sharpness,30
4,1,0,0,Bumpyness,30
4,1,0,0,Adhesiveness,28
4,1,0,1,Roughness,35
4,1,0,1,Sharpness,32
4,1,0,1,Bumpyness,37
4,1,0,1,Adhesiveness,27
4,1,0,2,Roughness,28
4,1,0,2,Sharpness,34
4,1,0,2,Bumpyness,30
4,1,0,2,Adhesiveness,25
4,1,0,3,Roughness,26
4,1,0,3,Sharpness,22
4,1,0,3,Bumpyness,30
4,1,0,3,Adhesiveness,20
4,1,1,0,Roughness,30
4,1,1,0,Sharpness,29
4,1,1,0,Bumpyness,35
4,1,1,0,Adhesiveness,18
4,1,1,1,Roughness,36
4,1,1,1,Sharpness,37
4,1,1,1,Bumpyness,42
4,1,1,1,Adhesiveness,28
4,1,1,2,Roughness,35
4,1,1,2,Sharpness,32
4,1,1,2,Bumpyness,35
4,1,1,2,Adhesiveness,34
4,1,1,3,Roughness,28
4,1,1,3,Sharpness,24
4,1,1,3,Bumpyness,40
4,1,1,3,Adhesiveness,25
4,1,2,0,Roughness,25
4,1,2,0,Sharpness,32
4,1,2,0,Bumpyness,24
4,1,2,0,Adhesiveness,33
4,1,2,1,Roughness,52
4,1,2,1,Sharpness,40
4,1,2,1,Bumpyness,44
4,1,2,1,Adhesiveness,45
4,1,2,2,Roughness,44
4,1,2,2,Sharpness,42
4,1,2,2,Bumpyness,37
4,1,2,2,Adhesiveness,34
4,1,2,3,Roughness,42
4,1,2,3,Sharpness,40
4,1,2,3,Bumpyness,40
4,1,2,3,Adhesiveness,30
4,2,0,0,Roughness,30
4,2,0,0,Sharpness,28
4,2,0,0,Bumpyness,24
4,2,0,0,Adhesiveness,18
4,2,0,1,Roughness,38
4,2,0,1,Sharpness,35
4,2,0,1,Bumpyness,29
4,2,0,1,Adhesiveness,24
4,2,0,2,Roughness,31
4,2,0,2,Sharpness,26
4,2,0,2,Bumpyness,28
4,2,0,2,Adhesiveness,22
4,2,0,3,Roughness,30
4,2,0,3,Sharpness,28
4,2,0,3,Bumpyness,24
4,2,0,3,Adhesiveness,26
4,2,1,0,Roughness,32
4,2,1,0,Sharpness,22
4,2,1,0,Bumpyness,25
4,2,1,0,Adhesiveness,28
4,2,1,1,Roughness,35
4,2,1,1,Sharpness,34
4,2,1,1,Bumpyness,38
4,2,1,1,Adhesiveness,28
4,2,1,2,Roughness,46
4,2,1,2,Sharpness,52
4,2,1,2,Bumpyness,42
4,2,1,2,Adhesiveness,30
4,2,1,3,Roughness,25
4,2,1,3,Sharpness,28
4,2,1,3,Bumpyness,38
4,2,1,3,Adhesiveness,21
4,2,2,0,Roughness,42
4,2,2,0,Sharpness,36
4,2,2,0,Bumpyness,40
4,2,2,0,Adhesiveness,33
4,2,2,1,Roughness,55
4,2,2,1,Sharpness,35
4,2,2,1,Bumpyness,44
4,2,2,1,Adhesiveness,35
4,2,2,2,Roughness,48
4,2,2,2,Sharpness,35
4,2,2,2,Bumpyness,35
4,2,2,2,Adhesiveness,38
4,2,2,3,Roughness,40
4,2,2,3,Sharpness,35
4,2,2,3,Bumpyness,30
4,2,2,3,Adhesiveness,34
4,3,0,0,Roughness,15
4,3,0,0,Sharpness,20
4,3,0,0,Bumpyness,32
4,3,0,0,Adhesiveness,21
4,3,0,1,Roughness,35
4,3,0,1,Sharpness,32
4,3,0,1,Bumpyness,38
4,3,0,1,Adhesiveness,26
4,3,0,2,Roughness,29
4,3,0,2,Sharpness,28
4,3,0,2,Bumpyness,21
4,3,0,2,Adhesiveness,32
4,3,0,3,Roughness,20
4,3,0,3,Sharpness,24
4,3,0,3,Bumpyness,30
4,3,0,3,Adhesiveness,21
4,3,1,0,Roughness,34
4,3,1,0,Sharpness,30
4,3,1,0,Bumpyness,32
4,3,1,0,Adhesiveness,24
4,3,1,1,Roughness,44
4,3,1,1,Sharpness,35
4,3,1,1,Bumpyness,37
4,3,1,1,Adhesiveness,28
4,3,1,2,Roughness,46
4,3,1,2,Sharpness,35
4,3,1,2,Bumpyness,38
4,3,1,2,Adhesiveness,33
4,3,1,3,Roughness,38
4,3,1,3,Sharpness,24
4,3,1,3,Bumpyness,24
4,3,1,3,Adhesiveness,24
4,3,2,0,Roughness,50
4,3,2,0,Sharpness,50
4,3,2,0,Bumpyness,40
4,3,2,0,Adhesiveness,30
4,3,2,1,Roughness,53
4,3,2,1,Sharpness,53
4,3,2,1,Bumpyness,50
4,3,2,1,Adhesiveness,35
4,3,2,2,Roughness,46
4,3,2,2,Sharpness,36
4,3,2,2,Bumpyness,45
4,3,2,2,Adhesiveness,34
4,3,2,3,Roughness,38
4,3,2,3,Sharpness,35
4,3,2,3,Bumpyness,24
4,3,2,3,Adhesiveness,28
4,4,0,0,Roughness,35
4,4,0,0,Sharpness,28
4,4,0,0,Bumpyness,30
4,4,0,0,Adhesiveness,20
4,4,0,1,Roughness,28
4,4,0,1,Sharpness,34
4,4,0,1,Bumpyness,40
4,4,0,1,Adhesiveness,28
4,4,0,2,Roughness,42
4,4,0,2,Sharpness,30
4,4,0,2,Bumpyness,30
4,4,0,2,Adhesiveness,31
4,4,0,3,Roughness,28
4,4,0,3,Sharpness,24
4,4,0,3,Bumpyness,28
4,4,0,3,Adhesiveness,22
4,4,1,0,Roughness,29
4,4,1,0,Sharpness,32
4,4,1,0,Bumpyness,26
4,4,1,0,Adhesiveness,28
4,4,1,1,Roughness,46
4,4,1,1,Sharpness,38
4,4,1,1,Bumpyness,30
4,4,1,1,Adhesiveness,35
4,4,1,2,Roughness,31
4,4,1,2,Sharpness,32
4,4,1,2,Bumpyness,22
4,4,1,2,Adhesiveness,33
4,4,1,3,Roughness,35
4,4,1,3,Sharpness,35
4,4,1,3,Bumpyness,18
4,4,1,3,Adhesiveness,20
4,4,2,0,Roughness,38
4,4,2,0,Sharpness,29
4,4,2,0,Bumpyness,44
4,4,2,0,Adhesiveness,31
4,4,2,1,Roughness,42
4,4,2,1,Sharpness,42
4,4,2,1,Bumpyness,52
4,4,2,1,Adhesiveness,38
4,4,2,2,Roughness,50
4,4,2,2,Sharpness,40
4,4,2,2,Bumpyness,37
4,4,2,2,Adhesiveness,34
4,4,2,3,Roughness,37
4,4,2,3,Sharpness,35
4,4,2,3,Bumpyness,28
4,4,2,3,Adhesiveness,28
5,0,0,0,Roughness,1
5,0,0,0,Sharpness,40
5,0,0,0,Bumpyness,30
5,0,0,0,Adhesiveness,10
5,0,0,1,Roughness,2
5,0,0,1,Sharpness,50
5,0,0,1,Bumpyness,50
5,0,0,1,Adhesiveness,20
5,0,0,2,Roughness,3
5,0,0,2,Sharpness,60
5,0,0,2,Bumpyness,20
5,0,0,2,Adhesiveness,60
5,0,0,3,Roughness,3
5,0,0,3,Sharpness,110
5,0,0,3,Bumpyness,50
5,0,0,3,Adhesiveness,30
5,0,1,0,Roughness,2
5,0,1,0,Sharpness,30
5,0,1,0,Bumpyness,40
5,0,1,0,Adhesiveness,10
5,0,1,1,Roughness,5
5,0,1,1,Sharpness,60
5,0,1,1,Bumpyness,20
5,0,1,1,Adhesiveness,40
5,0,1,2,Roughness,5
5,0,1,2,Sharpness,60
5,0,1,2,Bumpyness,30
5,0,1,2,Adhesiveness,55
5,0,1,3,Roughness,4
5,0,1,3,Sharpness,60
5,0,1,3,Bumpyness,80
5,0,1,3,Adhesiveness,20
5,0,2,0,Roughness,4
5,0,2,0,Sharpness,30
5,0,2,0,Bumpyness,40
5,0,2,0,Adhesiveness,20
5,0,2,1,Roughness,9
5,0,2,1,Sharpness,90
5,0,2,1,Bumpyness,20
5,0,2,1,Adhesiveness,50
5,0,2,2,Roughness,6
5,0,2,2,Sharpness,60
5,0,2,2,Bumpyness,20
5,0,2,2,Adhesiveness,60
5,0,2,3,Roughness,2
5,0,2,3,Sharpness,80
5,0,2,3,Bumpyness,30
5,0,2,3,Adhesiveness,40
5,1,0,0,Roughness,1
5,1,0,0,Sharpness,10
5,1,0,0,Bumpyness,40
5,1,0,0,Adhesiveness,10
5,1,0,1,Roughness,1
5,1,0,1,Sharpness,50
5,1,0,1,Bumpyness,60
5,1,0,1,Adhesiveness,60
5,1,0,2,Roughness,1
5,1,0,2,Sharpness,20
5,1,0,2,Bumpyness,80
5,1,0,2,Adhesiveness,60
5,1,0,3,Roughness,1
5,1,0,3,Sharpness,20
5,1,0,3,Bumpyness,80
5,1,0,3,Adhesiveness,50
5,1,1,0,Roughness,2
5,1,1,0,Sharpness,10
5,1,1,0,Bumpyness,70
5,1,1,0,Adhesiveness,20
5,1,1,1,Roughness,5
5,1,1,1,Sharpness,30
5,1,1,1,Bumpyness,50
5,1,1,1,Adhesiveness,40
5,1,1,2,Roughness,3
5,1,1,2,Sharpness,50
5,1,1,2,Bumpyness,55
5,1,1,2,Adhesiveness,30
5,1,1,3,Roughness,3
5,1,1,3,Sharpness,70
5,1,1,3,Bumpyness,30
5,1,1,3,Adhesiveness,30
5,1,2,0,Roughness,4
5,1,2,0,Sharpness,40
5,1,2,0,Bumpyness,60
5,1,2,0,Adhesiveness,20
5,1,2,1,Roughness,8
5,1,2,1,Sharpness,50
5,1,2,1,Bumpyness,20
5,1,2,1,Adhesiveness,50
5,1,2,2,Roughness,5
5,1,2,2,Sharpness,50
5,1,2,2,Bumpyness,100
5,1,2,2,Adhesiveness,40
5,1,2,3,Roughness,3
5,1,2,3,Sharpness,70
5,1,2,3,Bumpyness,70
5,1,2,3,Adhesiveness,40
5,2,0,0,Roughness,1
5,2,0,0,Sharpness,20
5,2,0,0,Bumpyness,40
5,2,0,0,Adhesiveness,30
5,2,0,1,Roughness,3
5,2,0,1,Sharpness,30
5,2,0,1,Bumpyness,80
5,2,0,1,Adhesiveness,40
5,2,0,2,Roughness,2
5,2,0,2,Sharpness,30
5,2,0,2,Bumpyness,50
5,2,0,2,Adhesiveness,20
5,2,0,3,Roughness,2
5,2,0,3,Sharpness,150
5,2,0,3,Bumpyness,40
5,2,0,3,Adhesiveness,20
5,2,1,0,Roughness,1
5,2,1,0,Sharpness,30
5,2,1,0,Bumpyness,60
5,2,1,0,Adhesiveness,40
5,2,1,1,Roughness,5
5,2,1,1,Sharpness,90
5,2,1,1,Bumpyness,90
5,2,1,1,Adhesiveness,20
5,2,1,2,Roughness,4
5,2,1,2,Sharpness,90
5,2,1,2,Bumpyness,70
5,2,1,2,Adhesiveness,60
5,2,1,3,Roughness,2
5,2,1,3,Sharpness,90
5,2,1,3,Bumpyness,70
5,2,1,3,Adhesiveness,10
5,2,2,0,Roughness,2
5,2,2,0,Sharpness,40
5,2,2,0,Bumpyness,60
5,2,2,0,Adhesiveness,40
5,2,2,1,Roughness,4
5,2,2,1,Sharpness,50
5,2,2,1,Bumpyness,80
5,2,2,1,Adhesiveness,20
5,2,2,2,Roughness,7
5,2,2,2,Sharpness,70
5,2,2,2,Bumpyness,110
5,2,2,2,Adhesiveness,60
5,2,2,3,Roughness,2
5,2,2,3,Sharpness,70
5,2,2,3,Bumpyness,90
5,2,2,3,Adhesiveness,50
5,3,0,0,Roughness,1
5,3,0,0,Sharpness,40
5,3,0,0,Bumpyness,30
5,3,0,0,Adhesiveness,10
5,3,0,1,Roughness,3
5,3,0,1,Sharpness,20
5,3,0,1,Bumpyness,70
5,3,0,1,Adhesiveness,10
5,3,0,2,Roughness,4
5,3,0,2,Sharpness,40
5,3,0,2,Bumpyness,60
5,3,0,2,Adhesiveness,30
5,3,0,3,Roughness,1
5,3,0,3,Sharpness,30
5,3,0,3,Bumpyness,50
5,3,0,3,Adhesiveness,20
5,3,1,0,Roughness,1
5,3,1,0,Sharpness,30
5,3,1,0,Bumpyness,60
5,3,1,0,Adhesiveness,20
5,3,1,1,Roughness,10
5,3,1,1,Sharpness,100
5,3,1,1,Bumpyness,100
5,3,1,1,Adhesiveness,100
5,3,1,2,Roughness,4
5,3,1,2,Sharpness,60
5,3,1,2,Bumpyness,60
5,3,1,2,Adhesiveness,20
5,3,1,3,Roughness,2
5,3,1,3,Sharpness,80
5,3,1,3,Bumpyness,60
5,3,1,3,Adhesiveness,5
5,3,2,0,Roughness,4
5,3,2,0,Sharpness,30
5,3,2,0,Bumpyness,80
5,3,2,0,Adhesiveness,20
5,3,2,1,Roughness,5
5,3,2,1,Sharpness,40
5,3,2,1,Bumpyness,70
5,3,2,1,Adhesiveness,30
5,3,2,2,Roughness,8
5,3,2,2,Sharpness,100
5,3,2,2,Bumpyness,100
5,3,2,2,Adhesiveness,40
5,3,2,3,Roughness,2
5,3,2,3,Sharpness,30
5,3,2,3,Bumpyness,90
5,3,2,3,Adhesiveness,30
5,4,0,0,Roughness,1
5,4,0,0,Sharpness,30
5,4,0,0,Bumpyness,40
5,4,0,0,Adhesiveness,10
5,4,0,1,Roughness,3
5,4,0,1,Sharpness,50
5,4,0,1,Bumpyness,80
5,4,0,1,Adhesiveness,20
5,4,0,2,Roughness,4
5,4,0,2,Sharpness,50
5,4,0,2,Bumpyness,80
5,4,0,2,Adhesiveness,10
5,4,0,3,Roughness,1
5,4,0,3,Sharpness,70
5,4,0,3,Bumpyness,70
5,4,0,3,Adhesiveness,30
5,4,1,0,Roughness,2
5,4,1,0,Sharpness,2
5,4,1,0,Bumpyness,60
5,4,1,0,Adhesiveness,30
5,4,1,1,Roughness,4
5,4,1,1,Sharpness,30
5,4,1,1,Bumpyness,50
5,4,1,1,Adhesiveness,30
5,4,1,2,Roughness,3
5,4,1,2,Sharpness,50
5,4,1,2,Bumpyness,60
5,4,1,2,Adhesiveness,30
5,4,1,3,Roughness,4
5,4,1,3,Sharpness,40
5,4,1,3,Bumpyness,60
5,4,1,3,Adhesiveness,40
5,4,2,0,Roughness,4
5,4,2,0,Sharpness,50
5,4,2,0,Bumpyness,60
5,4,2,0,Adhesiveness,30
5,4,2,1,Roughness,6
5,4,2,1,Sharpness,80
5,4,2,1,Bumpyness,110
5,4,2,1,Adhesiveness,30
5,4,2,2,Roughness,7
5,4,2,2,Sharpness,50
5,4,2,2,Bumpyness,70
5,4,2,2,Adhesiveness,40
5,4,2,3,Roughness,2
5,4,2,3,Sharpness,140
5,4,2,3,Bumpyness,110
5,4,2,3,Adhesiveness,40
6,0,0,0,Roughness,0.5
6,0,0,0,Sharpness,1
6,0,0,0,Bumpyness,1
6,0,0,0,Adhesiveness,0.6
6,0,0,1,Roughness,7
6,0,0,1,Sharpness,2
6,0,0,1,Bumpyness,3
6,0,0,1,Adhesiveness,1
6,0,0,2,Roughness,6
6,0,0,2,Sharpness,4
6,0,0,2,Bumpyness,6
6,0,0,2,Adhesiveness,8
6,0,0,3,Roughness,4
6,0,0,3,Sharpness,6
6,0,0,3,Bumpyness,1
6,0,0,3,Adhesiveness,4
6,0,1,0,Roughness,3
6,0,1,0,Sharpness,3
6,0,1,0,Bumpyness,1
6,0,1,0,Adhesiveness,8
6,0,1,1,Roughness,9
6,0,1,1,Sharpness,5
6,0,1,1,Bumpyness,7
6,0,1,1,Adhesiveness,6
6,0,1,2,Roughness,7
6,0,1,2,Sharpness,12
6,0,1,2,Bumpyness,4
6,0,1,2,Adhesiveness,5
6,0,1,3,Roughness,3
6,0,1,3,Sharpness,8
6,0,1,3,Bumpyness,5
6,0,1,3,Adhesiveness,11
6,0,2,0,Roughness,3
6,0,2,0,Sharpness,3
6,0,2,0,Bumpyness,5
6,0,2,0,Adhesiveness,7
6,0,2,1,Roughness,7
6,0,2,1,Sharpness,11
6,0,2,1,Bumpyness,5
6,0,2,1,Adhesiveness,5
6,0,2,2,Roughness,18
6,0,2,2,Sharpness,2
6,0,2,2,Bumpyness,12
6,0,2,2,Adhesiveness,6
6,0,2,3,Roughness,6
6,0,2,3,Sharpness,8
6,0,2,3,Bumpyness,3
6,0,2,3,Adhesiveness,6
6,1,0,0,Roughness,0.6
6,1,0,0,Sharpness,2
6,1,0,0,Bumpyness,1
6,1,0,0,Adhesiveness,5
6,1,0,1,Roughness,5
6,1,0,1,Sharpness,5
6,1,0,1,Bumpyness,8
6,1,0,1,Adhesiveness,3
6,1,0,2,Roughness,4
6,1,0,2,Sharpness,7
6,1,0,2,Bumpyness,5
6,1,0,2,Adhesiveness,5
6,1,0,3,Roughness,3
6,1,0,3,Sharpness,5
6,1,0,3,Bumpyness,2
6,1,0,3,Adhesiveness,3
6,1,1,0,Roughness,4
6,1,1,0,Sharpness,4
6,1,1,0,Bumpyness,2
6,1,1,0,Adhesiveness,2
6,1,1,1,Roughness,7
6,1,1,1,Sharpness,3
6,1,1,1,Bumpyness,7
6,1,1,1,Adhesiveness,6
6,1,1,2,Roughness,7
6,1,1,2,Sharpness,5
6,1,1,2,Bumpyness,7
6,1,1,2,Adhesiveness,12
6,1,1,3,Roughness,6
6,1,1,3,Sharpness,8
6,1,1,3,Bumpyness,7
6,1,1,3,Adhesiveness,7
6,1,2,0,Roughness,8
6,1,2,0,Sharpness,7
6,1,2,0,Bumpyness,4
6,1,2,0,Adhesiveness,NaN
6,1,2,1,Roughness,8
6,1,2,1,Sharpness,6
6,1,2,1,Bumpyness,7
6,1,2,1,Adhesiveness,8
6,1,2,2,Roughness,7
6,1,2,2,Sharpness,12
6,1,2,2,Bumpyness,7
6,1,2,2,Adhesiveness,7
6,1,2,3,Roughness,6
6,1,2,3,Sharpness,15
6,1,2,3,Bumpyness,2
6,1,2,3,Adhesiveness,3
6,2,0,0,Roughness,0.1
6,2,0,0,Sharpness,2
6,2,0,0,Bumpyness,1
6,2,0,0,Adhesiveness,2
6,2,0,1,Roughness,3
6,2,0,1,Sharpness,7
6,2,0,1,Bumpyness,5
6,2,0,1,Adhesiveness,5
6,2,0,2,Roughness,4
6,2,0,2,Sharpness,10
6,2,0,2,Bumpyness,2
6,2,0,2,Adhesiveness,3
6,2,0,3,Roughness,1
6,2,0,3,Sharpness,4
6,2,0,3,Bumpyness,3
6,2,0,3,Adhesiveness,6
6,2,1,0,Roughness,4
6,2,1,0,Sharpness,3
6,2,1,0,Bumpyness,5
6,2,1,0,Adhesiveness,2
6,2,1,1,Roughness,7
6,2,1,1,Sharpness,8
6,2,1,1,Bumpyness,6
6,2,1,1,Adhesiveness,4
6,2,1,2,Roughness,11
6,2,1,2,Sharpness,9
6,2,1,2,Bumpyness,4
6,2,1,2,Adhesiveness,7
6,2,1,3,Roughness,5
6,2,1,3,Sharpness,8
6,2,1,3,Bumpyness,7
6,2,1,3,Adhesiveness,3
6,2,2,0,Roughness,12
6,2,2,0,Sharpness,3
6,2,2,0,Bumpyness,3
6,2,2,0,Adhesiveness,1
6,2,2,1,Roughness,7
6,2,2,1,Sharpness,4
6,2,2,1,Bumpyness,9
6,2,2,1,Adhesiveness,11
6,2,2,2,Roughness,9
6,2,2,2,Sharpness,6
6,2,2,2,Bumpyness,6
6,2,2,2,Adhesiveness,6
6,2,2,3,Roughness,8
6,2,2,3,Sharpness,6
6,2,2,3,Bumpyness,5
6,2,2,3,Adhesiveness,2
6,3,0,0,Roughness,1
6,3,0,0,Sharpness,2
6,3,0,0,Bumpyness,3
6,3,0,0,Adhesiveness,2
6,3,0,1,Roughness,9
6,3,0,1,Sharpness,1
6,3,0,1,Bumpyness,2
6,3,0,1,Adhesiveness,2
6,3,0,2,Roughness,2
6,3,0,2,Sharpness,4
6,3,0,2,Bumpyness,3
6,3,0,2,Adhesiveness,6
6,3,0,3,Roughness,2
6,3,0,3,Sharpness,7
6,3,0,3,Bumpyness,1
6,3,0,3,Adhesiveness,3
6,3,1,0,Roughness,2
6,3,1,0,Sharpness,3
6,3,1,0,Bumpyness,4
6,3,1,0,Adhesiveness,5
6,3,1,1,Roughness,9
6,3,1,1,Sharpness,6
6,3,1,1,Bumpyness,7
6,3,1,1,Adhesiveness,2
6,3,1,2,Roughness,3
6,3,1,2,Sharpness,4
6,3,1,2,Bumpyness,4
6,3,1,2,Adhesiveness,6
6,3,1,3,Roughness,4
6,3,1,3,Sharpness,8
6,3,1,3,Bumpyness,5
6,3,1,3,Adhesiveness,9
6,3,2,0,Roughness,5
6,3,2,0,Sharpness,5
6,3,2,0,Bumpyness,4
6,3,2,0,Adhesiveness,6
6,3,2,1,Roughness,8
6,3,2,1,Sharpness,6
6,3,2,1,Bumpyness,6
6,3,2,1,Adhesiveness,4
6,3,2,2,Roughness,12
6,3,2,2,Sharpness,4
6,3,2,2,Bumpyness,5
6,3,2,2,Adhesiveness,2
6,3,2,3,Roughness,7
6,3,2,3,Sharpness,6
6,3,2,3,Bumpyness,4
6,3,2,3,Adhesiveness,3
6,4,0,0,Roughness,0.5
6,4,0,0,Sharpness,0.5
6,4,0,0,Bumpyness,1
6,4,0,0,Adhesiveness,0.9
6,4,0,1,Roughness,1
6,4,0,1,Sharpness,3
6,4,0,1,Bumpyness,5
6,4,0,1,Adhesiveness,3
6,4,0,2,Roughness,5
6,4,0,2,Sharpness,7
6,4,0,2,Bumpyness,2
6,4,0,2,Adhesiveness,4
6,4,0,3,Roughness,2
6,4,0,3,Sharpness,6
6,4,0,3,Bumpyness,6
6,4,0,3,Adhesiveness,3
6,4,1,0,Roughness,1
6,4,1,0,Sharpness,2
6,4,1,0,Bumpyness,4
6,4,1,0,Adhesiveness,4
6,4,1,1,Roughness,5
6,4,1,1,Sharpness,4
6,4,1,1,Bumpyness,6
6,4,1,1,Adhesiveness,8
6,4,1,2,Roughness,4
6,4,1,2,Sharpness,4
6,4,1,2,Bumpyness,6
6,4,1,2,Adhesiveness,4
6,4,1,3,Roughness,3
6,4,1,3,Sharpness,7
6,4,1,3,Bumpyness,8
6,4,1,3,Adhesiveness,2
6,4,2,0,Roughness,2
6,4,2,0,Sharpness,3
6,4,2,0,Bumpyness,3
6,4,2,0,Adhesiveness,8
6,4,2,1,Roughness,6
6,4,2,1,Sharpness,4
6,4,2,1,Bumpyness,4
6,4,2,1,Adhesiveness,8
6,4,2,2,Roughness,7
6,4,2,2,Sharpness,6
6,4,2,2,Bumpyness,5
6,4,2,2,Adhesiveness,5
6,4,2,3,Roughness,2
